cpu_times-user,cpu_times-system,cpu_times-children_user,cpu_times-children_system,cpu_times-iowait,memory_full_info-rss,memory_full_info-vms,memory_full_info-shared,memory_full_info-text,memory_full_info-lib,memory_full_info-data,memory_full_info-dirty,memory_full_info-uss,memory_full_info-pss,memory_full_info-swap,memory_percent,cpu_percent
18.2,0.87,0.0,0.0,0.0,3785490432,3906113536,6160384,2818048,0,3891007488,0,2370961408,2371658752,0,23.07997748421573,94.7
18.3,0.87,0.0,0.0,0.0,3807510528,3923939328,6160384,2818048,0,3908833280,0,2271592448,2272289792,0,23.21423309230922,85.8
18.42,0.88,0.0,0.0,0.0,3828744192,3940716544,6160384,2818048,0,3925610496,0,2414182400,2414879744,0,23.34369385725652,113.1
18.52,0.88,0.0,0.0,0.0,3850633216,3958542336,6160384,2818048,0,3943436288,0,2314813440,2315510784,0,23.47715032482565,85.7
18.62,0.89,0.0,0.0,0.0,3871866880,3975319552,6160384,2818048,0,3960213504,0,2457403392,2458100736,0,23.60661108977295,95.2
18.72,0.89,0.0,0.0,0.0,3893886976,3993145344,6160384,2818048,0,3978039296,0,2358034432,2358731776,0,23.740866697866444,85.4
18.84,0.89,0.0,0.0,0.0,3915120640,4009922560,6160384,2818048,0,3994816512,0,2500624384,2501321728,0,23.870327462813744,104.1
18.93,0.9,0.0,0.0,0.0,3937140736,4027748352,6160384,2818048,0,4012642304,0,2401251328,2401948672,0,24.00458307090724,85.5
19.03,0.91,0.0,0.0,0.0,3958374400,4044525568,6160384,2818048,0,4029419520,0,2543841280,2544538624,0,24.134043835854538,95.2
19.14,0.92,0.0,0.0,0.0,3979345920,4061302784,6160384,2818048,0,4046196736,0,2564796416,2565493760,0,24.261906319753106,103.5
19.24,0.92,0.0,0.0,0.0,4000186368,4078080000,6160384,2818048,0,4062973952,0,2585751552,2586448896,0,24.38896966312731,86.2
19.35,0.92,0.0,0.0,0.0,4021944320,4095905792,6160384,2818048,0,4080799744,0,2413375488,2414072832,0,24.52162699017207,94.1
19.44,0.93,0.0,0.0,0.0,3492335616,3562180608,6160384,2818048,0,3547074560,0,1312043008,1312716800,0,21.29262478204691,94.7
19.53,0.94,0.0,0.0,0.0,2971586560,3037892608,6160384,2818048,0,3022786560,0,1811685376,1812379648,0,18.117639478740614,90.0
19.62,0.96,0.0,0.0,0.0,2447429632,2509410304,6160384,2818048,0,2494304256,0,1617309696,1617983488,0,14.921876521800803,100.2
19.68,0.99,0.0,0.0,0.0,1976487936,2034405376,6160384,2818048,0,2019299328,0,1430482944,1431156736,0,12.050564617753606,81.0
19.76,1.01,0.0,0.0,0.0,1517703168,1570934784,6160384,2818048,0,1555828736,0,1178345472,1179039744,0,9.25337299734136,91.6
19.85,1.02,0.0,0.0,0.0,1068732416,1117949952,6160384,2818048,0,1102843904,0,931684352,932365312,0,6.51601702369102,93.2
